timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu
2026/04/16 00:47:14.920, Tesla PG503-216, 40 %, 16 %, 4348 MiB, 46
2026/04/16 00:47:15.921, Tesla PG503-216, 13 %, 4 %, 4348 MiB, 46
2026/04/16 00:47:16.921, Tesla PG503-216, 8 %, 2 %, 4348 MiB, 46
2026/04/16 00:47:17.922, Tesla PG503-216, 39 %, 15 %, 4348 MiB, 48
2026/04/16 00:47:18.922, Tesla PG503-216, 33 %, 14 %, 4348 MiB, 46
2026/04/16 00:47:19.922, Tesla PG503-216, 40 %, 16 %, 4348 MiB, 46
2026/04/16 00:47:20.923, Tesla PG503-216, 38 %, 16 %, 4348 MiB, 48
2026/04/16 00:47:21.923, Tesla PG503-216, 17 %, 7 %, 4348 MiB, 47
2026/04/16 00:47:22.924, Tesla PG503-216, 20 %, 8 %, 4348 MiB, 46
2026/04/16 00:47:23.924, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 46
2026/04/16 00:47:24.925, Tesla PG503-216, 42 %, 16 %, 4348 MiB, 46
2026/04/16 00:47:25.925, Tesla PG503-216, 27 %, 11 %, 4348 MiB, 47
2026/04/16 00:47:26.926, Tesla PG503-216, 5 %, 0 %, 4348 MiB, 46
2026/04/16 00:47:27.926, Tesla PG503-216, 37 %, 14 %, 4348 MiB, 47
2026/04/16 00:47:28.927, Tesla PG503-216, 20 %, 8 %, 4348 MiB, 48
2026/04/16 00:47:29.927, Tesla PG503-216, 42 %, 16 %, 4348 MiB, 47
2026/04/16 00:47:30.927, Tesla PG503-216, 8 %, 1 %, 4348 MiB, 46
2026/04/16 00:47:31.928, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 46
2026/04/16 00:47:32.928, Tesla PG503-216, 40 %, 15 %, 4348 MiB, 46
2026/04/16 00:47:33.929, Tesla PG503-216, 40 %, 16 %, 4348 MiB, 46
2026/04/16 00:47:34.929, Tesla PG503-216, 15 %, 6 %, 4348 MiB, 47
2026/04/16 00:47:35.930, Tesla PG503-216, 35 %, 13 %, 4348 MiB, 46
2026/04/16 00:47:36.930, Tesla PG503-216, 39 %, 16 %, 4348 MiB, 47
2026/04/16 00:47:37.931, Tesla PG503-216, 20 %, 7 %, 4348 MiB, 46
2026/04/16 00:47:38.931, Tesla PG503-216, 1 %, 0 %, 4348 MiB, 48
2026/04/16 00:47:39.932, Tesla PG503-216, 17 %, 6 %, 4348 MiB, 47
2026/04/16 00:47:40.932, Tesla PG503-216, 25 %, 9 %, 4348 MiB, 47
2026/04/16 00:47:41.933, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 46
2026/04/16 00:47:42.933, Tesla PG503-216, 13 %, 4 %, 4348 MiB, 47
2026/04/16 00:47:43.934, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 46
2026/04/16 00:47:44.934, Tesla PG503-216, 40 %, 16 %, 4348 MiB, 46
2026/04/16 00:47:45.935, Tesla PG503-216, 17 %, 6 %, 4348 MiB, 46
2026/04/16 00:47:46.935, Tesla PG503-216, 16 %, 5 %, 4348 MiB, 46
2026/04/16 00:47:47.935, Tesla PG503-216, 26 %, 10 %, 4348 MiB, 47
2026/04/16 00:47:48.936, Tesla PG503-216, 39 %, 15 %, 4348 MiB, 46
2026/04/16 00:47:49.936, Tesla PG503-216, 42 %, 16 %, 4348 MiB, 46
2026/04/16 00:47:50.937, Tesla PG503-216, 20 %, 8 %, 4348 MiB, 47
2026/04/16 00:47:51.937, Tesla PG503-216, 30 %, 12 %, 4348 MiB, 46
2026/04/16 00:47:52.938, Tesla PG503-216, 1 %, 0 %, 4348 MiB, 47
2026/04/16 00:47:53.938, Tesla PG503-216, 5 %, 1 %, 4348 MiB, 47
2026/04/16 00:47:54.939, Tesla PG503-216, 22 %, 8 %, 4348 MiB, 47
2026/04/16 00:47:55.939, Tesla PG503-216, 5 %, 0 %, 4348 MiB, 47
2026/04/16 00:47:56.940, Tesla PG503-216, 9 %, 3 %, 4348 MiB, 47
2026/04/16 00:47:57.940, Tesla PG503-216, 34 %, 13 %, 4348 MiB, 46
2026/04/16 00:47:58.941, Tesla PG503-216, 42 %, 16 %, 4348 MiB, 46
2026/04/16 00:47:59.941, Tesla PG503-216, 39 %, 15 %, 4348 MiB, 46
2026/04/16 00:48:00.942, Tesla PG503-216, 10 %, 4 %, 4348 MiB, 46
2026/04/16 00:48:01.942, Tesla PG503-216, 10 %, 3 %, 4348 MiB, 48
2026/04/16 00:48:02.943, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 46
2026/04/16 00:48:03.943, Tesla PG503-216, 19 %, 7 %, 4348 MiB, 46
2026/04/16 00:48:04.944, Tesla PG503-216, 14 %, 5 %, 4348 MiB, 47
2026/04/16 00:48:05.944, Tesla PG503-216, 5 %, 0 %, 4348 MiB, 47
2026/04/16 00:48:06.945, Tesla PG503-216, 32 %, 13 %, 4348 MiB, 47
2026/04/16 00:48:07.945, Tesla PG503-216, 40 %, 15 %, 4348 MiB, 46
2026/04/16 00:48:08.946, Tesla PG503-216, 32 %, 14 %, 4348 MiB, 46
2026/04/16 00:48:09.946, Tesla PG503-216, 30 %, 12 %, 4348 MiB, 46
2026/04/16 00:48:10.947, Tesla PG503-216, 7 %, 1 %, 4348 MiB, 46
2026/04/16 00:48:11.947, Tesla PG503-216, 39 %, 16 %, 4348 MiB, 47
2026/04/16 00:48:12.948, Tesla PG503-216, 40 %, 16 %, 4348 MiB, 46
2026/04/16 00:48:13.948, Tesla PG503-216, 22 %, 8 %, 4348 MiB, 47
2026/04/16 00:48:14.949, Tesla PG503-216, 38 %, 15 %, 4348 MiB, 46
2026/04/16 00:48:15.949, Tesla PG503-216, 39 %, 15 %, 4348 MiB, 46
2026/04/16 00:48:16.949, Tesla PG503-216, 21 %, 8 %, 4348 MiB, 46
2026/04/16 00:48:17.950, Tesla PG503-216, 30 %, 12 %, 4348 MiB, 47
2026/04/16 00:48:18.950, Tesla PG503-216, 39 %, 15 %, 4348 MiB, 46
2026/04/16 00:48:19.951, Tesla PG503-216, 38 %, 15 %, 4348 MiB, 48
2026/04/16 00:48:20.951, Tesla PG503-216, 27 %, 10 %, 4348 MiB, 46
2026/04/16 00:48:21.952, Tesla PG503-216, 42 %, 16 %, 4348 MiB, 46
2026/04/16 00:48:22.952, Tesla PG503-216, 43 %, 17 %, 4348 MiB, 46
2026/04/16 00:48:23.953, Tesla PG503-216, 29 %, 12 %, 4348 MiB, 47
2026/04/16 00:48:24.953, Tesla PG503-216, 13 %, 5 %, 4348 MiB, 47
2026/04/16 00:48:25.954, Tesla PG503-216, 40 %, 15 %, 4348 MiB, 46
2026/04/16 00:48:26.954, Tesla PG503-216, 15 %, 4 %, 4348 MiB, 47
2026/04/16 00:48:27.955, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 46
2026/04/16 00:48:28.955, Tesla PG503-216, 22 %, 8 %, 4348 MiB, 47
2026/04/16 00:48:29.956, Tesla PG503-216, 27 %, 10 %, 4348 MiB, 46
2026/04/16 00:48:30.956, Tesla PG503-216, 35 %, 15 %, 4348 MiB, 46
2026/04/16 00:48:31.957, Tesla PG503-216, 29 %, 12 %, 4348 MiB, 46
2026/04/16 00:48:32.957, Tesla PG503-216, 11 %, 3 %, 4348 MiB, 47
2026/04/16 00:48:33.958, Tesla PG503-216, 16 %, 5 %, 4348 MiB, 46
2026/04/16 00:48:34.958, Tesla PG503-216, 4 %, 0 %, 4348 MiB, 46
2026/04/16 00:48:35.959, Tesla PG503-216, 1 %, 0 %, 4348 MiB, 47
2026/04/16 00:48:36.959, Tesla PG503-216, 28 %, 10 %, 4348 MiB, 46
2026/04/16 00:48:37.959, Tesla PG503-216, 31 %, 13 %, 4348 MiB, 46
2026/04/16 00:48:38.960, Tesla PG503-216, 12 %, 4 %, 4348 MiB, 47
2026/04/16 00:48:39.960, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 46
2026/04/16 00:48:40.961, Tesla PG503-216, 33 %, 14 %, 4348 MiB, 46
2026/04/16 00:48:41.961, Tesla PG503-216, 20 %, 8 %, 4348 MiB, 47
2026/04/16 00:48:42.962, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 46
2026/04/16 00:48:43.962, Tesla PG503-216, 19 %, 7 %, 4348 MiB, 46
2026/04/16 00:48:44.963, Tesla PG503-216, 42 %, 17 %, 4348 MiB, 46
2026/04/16 00:48:45.963, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 46
2026/04/16 00:48:46.963, Tesla PG503-216, 35 %, 14 %, 4348 MiB, 47
2026/04/16 00:48:47.964, Tesla PG503-216, 36 %, 15 %, 4348 MiB, 47
2026/04/16 00:48:48.965, Tesla PG503-216, 40 %, 16 %, 4348 MiB, 46
2026/04/16 00:48:49.965, Tesla PG503-216, 15 %, 5 %, 4348 MiB, 46
2026/04/16 00:48:50.965, Tesla PG503-216, 23 %, 9 %, 4348 MiB, 48
2026/04/16 00:48:51.966, Tesla PG503-216, 36 %, 16 %, 4348 MiB, 46
2026/04/16 00:48:52.966, Tesla PG503-216, 18 %, 7 %, 4348 MiB, 48
2026/04/16 00:48:53.967, Tesla PG503-216, 42 %, 16 %, 4348 MiB, 46
2026/04/16 00:48:54.967, Tesla PG503-216, 11 %, 4 %, 4348 MiB, 47
2026/04/16 00:48:55.968, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 46
2026/04/16 00:48:56.968, Tesla PG503-216, 9 %, 1 %, 4348 MiB, 46
2026/04/16 00:48:57.969, Tesla PG503-216, 40 %, 15 %, 4348 MiB, 47
2026/04/16 00:48:58.969, Tesla PG503-216, 39 %, 15 %, 4348 MiB, 46
2026/04/16 00:48:59.970, Tesla PG503-216, 35 %, 15 %, 4348 MiB, 46
2026/04/16 00:49:00.970, Tesla PG503-216, 5 %, 0 %, 4348 MiB, 46
2026/04/16 00:49:01.971, Tesla PG503-216, 34 %, 13 %, 4348 MiB, 46
2026/04/16 00:49:02.971, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 48
2026/04/16 00:49:03.971, Tesla PG503-216, 17 %, 6 %, 4348 MiB, 46
2026/04/16 00:49:04.972, Tesla PG503-216, 40 %, 16 %, 4348 MiB, 48
2026/04/16 00:49:05.972, Tesla PG503-216, 38 %, 16 %, 4348 MiB, 48
2026/04/16 00:49:06.973, Tesla PG503-216, 40 %, 15 %, 4348 MiB, 47
2026/04/16 00:49:07.973, Tesla PG503-216, 35 %, 15 %, 4348 MiB, 47
2026/04/16 00:49:08.974, Tesla PG503-216, 19 %, 7 %, 4348 MiB, 46
2026/04/16 00:49:09.974, Tesla PG503-216, 37 %, 15 %, 4348 MiB, 46
2026/04/16 00:49:10.975, Tesla PG503-216, 39 %, 16 %, 4348 MiB, 47
2026/04/16 00:49:11.975, Tesla PG503-216, 10 %, 3 %, 4348 MiB, 46
2026/04/16 00:49:12.976, Tesla PG503-216, 43 %, 17 %, 4348 MiB, 46
2026/04/16 00:49:13.976, Tesla PG503-216, 39 %, 16 %, 4348 MiB, 48
2026/04/16 00:49:14.977, Tesla PG503-216, 9 %, 3 %, 4348 MiB, 47
2026/04/16 00:49:15.977, Tesla PG503-216, 15 %, 6 %, 4348 MiB, 48
2026/04/16 00:49:16.978, Tesla PG503-216, 32 %, 12 %, 4348 MiB, 46
2026/04/16 00:49:17.978, Tesla PG503-216, 31 %, 13 %, 4348 MiB, 48
2026/04/16 00:49:18.979, Tesla PG503-216, 9 %, 2 %, 4348 MiB, 46
2026/04/16 00:49:19.979, Tesla PG503-216, 40 %, 15 %, 4348 MiB, 46
2026/04/16 00:49:20.980, Tesla PG503-216, 40 %, 16 %, 4348 MiB, 46
2026/04/16 00:49:21.980, Tesla PG503-216, 16 %, 5 %, 4348 MiB, 46
2026/04/16 00:49:22.980, Tesla PG503-216, 11 %, 3 %, 4348 MiB, 46
2026/04/16 00:49:23.981, Tesla PG503-216, 37 %, 14 %, 4348 MiB, 46
2026/04/16 00:49:24.981, Tesla PG503-216, 14 %, 4 %, 4348 MiB, 48
2026/04/16 00:49:25.982, Tesla PG503-216, 40 %, 16 %, 4348 MiB, 46
2026/04/16 00:49:26.982, Tesla PG503-216, 38 %, 16 %, 4348 MiB, 46
2026/04/16 00:49:27.983, Tesla PG503-216, 27 %, 11 %, 4348 MiB, 46
2026/04/16 00:49:28.983, Tesla PG503-216, 40 %, 16 %, 4348 MiB, 47
2026/04/16 00:49:29.984, Tesla PG503-216, 33 %, 13 %, 4348 MiB, 47
2026/04/16 00:49:30.984, Tesla PG503-216, 37 %, 15 %, 4348 MiB, 46
2026/04/16 00:49:31.985, Tesla PG503-216, 12 %, 4 %, 4348 MiB, 48
2026/04/16 00:49:32.985, Tesla PG503-216, 40 %, 15 %, 4348 MiB, 46
2026/04/16 00:49:33.986, Tesla PG503-216, 19 %, 7 %, 4348 MiB, 48
2026/04/16 00:49:34.986, Tesla PG503-216, 42 %, 16 %, 4348 MiB, 47
2026/04/16 00:49:35.987, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 46
2026/04/16 00:49:36.987, Tesla PG503-216, 31 %, 13 %, 4348 MiB, 46
2026/04/16 00:49:37.988, Tesla PG503-216, 16 %, 6 %, 4348 MiB, 46
2026/04/16 00:49:38.988, Tesla PG503-216, 38 %, 15 %, 4348 MiB, 47
2026/04/16 00:49:39.989, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 47
2026/04/16 00:49:40.989, Tesla PG503-216, 35 %, 15 %, 4348 MiB, 46
2026/04/16 00:49:41.990, Tesla PG503-216, 13 %, 4 %, 4348 MiB, 46
2026/04/16 00:49:42.990, Tesla PG503-216, 42 %, 16 %, 4348 MiB, 47
2026/04/16 00:49:43.990, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 48
2026/04/16 00:49:44.991, Tesla PG503-216, 27 %, 11 %, 4348 MiB, 47
2026/04/16 00:49:45.991, Tesla PG503-216, 40 %, 16 %, 4348 MiB, 46
2026/04/16 00:49:46.992, Tesla PG503-216, 38 %, 15 %, 4348 MiB, 48
2026/04/16 00:49:47.992, Tesla PG503-216, 9 %, 2 %, 4348 MiB, 46
2026/04/16 00:49:48.993, Tesla PG503-216, 30 %, 12 %, 4348 MiB, 46
2026/04/16 00:49:49.993, Tesla PG503-216, 40 %, 15 %, 4348 MiB, 46
2026/04/16 00:49:50.994, Tesla PG503-216, 39 %, 16 %, 4348 MiB, 48
2026/04/16 00:49:51.994, Tesla PG503-216, 38 %, 15 %, 4348 MiB, 46
2026/04/16 00:49:52.994, Tesla PG503-216, 27 %, 11 %, 4348 MiB, 47
2026/04/16 00:49:53.995, Tesla PG503-216, 39 %, 15 %, 4348 MiB, 46
2026/04/16 00:49:54.995, Tesla PG503-216, 42 %, 16 %, 4348 MiB, 46
2026/04/16 00:49:55.996, Tesla PG503-216, 17 %, 6 %, 4348 MiB, 47
2026/04/16 00:49:56.996, Tesla PG503-216, 36 %, 14 %, 4348 MiB, 46
2026/04/16 00:49:57.997, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 46
2026/04/16 00:49:58.997, Tesla PG503-216, 23 %, 9 %, 4348 MiB, 48
2026/04/16 00:49:59.998, Tesla PG503-216, 13 %, 4 %, 4348 MiB, 47
2026/04/16 00:50:00.998, Tesla PG503-216, 8 %, 2 %, 4348 MiB, 47
2026/04/16 00:50:01.998, Tesla PG503-216, 39 %, 16 %, 4348 MiB, 46
2026/04/16 00:50:02.999, Tesla PG503-216, 36 %, 16 %, 4348 MiB, 48
2026/04/16 00:50:03.999, Tesla PG503-216, 40 %, 15 %, 4348 MiB, 46
2026/04/16 00:50:05.000, Tesla PG503-216, 6 %, 0 %, 4348 MiB, 47
2026/04/16 00:50:06.000, Tesla PG503-216, 28 %, 10 %, 4348 MiB, 46
2026/04/16 00:50:07.001, Tesla PG503-216, 42 %, 16 %, 4348 MiB, 46
2026/04/16 00:50:08.001, Tesla PG503-216, 42 %, 16 %, 4348 MiB, 46
2026/04/16 00:50:09.001, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 46
2026/04/16 00:50:10.002, Tesla PG503-216, 17 %, 6 %, 4348 MiB, 46
2026/04/16 00:50:11.002, Tesla PG503-216, 11 %, 2 %, 4348 MiB, 46
2026/04/16 00:50:12.003, Tesla PG503-216, 40 %, 15 %, 4348 MiB, 46
2026/04/16 00:50:13.003, Tesla PG503-216, 26 %, 10 %, 4348 MiB, 47
2026/04/16 00:50:14.003, Tesla PG503-216, 33 %, 13 %, 4348 MiB, 46
2026/04/16 00:50:15.004, Tesla PG503-216, 42 %, 16 %, 4348 MiB, 46
2026/04/16 00:50:16.004, Tesla PG503-216, 13 %, 4 %, 4348 MiB, 48
2026/04/16 00:50:17.005, Tesla PG503-216, 31 %, 12 %, 4348 MiB, 47
2026/04/16 00:50:18.005, Tesla PG503-216, 37 %, 16 %, 4348 MiB, 46
2026/04/16 00:50:19.006, Tesla PG503-216, 18 %, 7 %, 4348 MiB, 47
2026/04/16 00:50:20.006, Tesla PG503-216, 38 %, 15 %, 4348 MiB, 46
2026/04/16 00:50:21.006, Tesla PG503-216, 27 %, 11 %, 4348 MiB, 46
2026/04/16 00:50:22.007, Tesla PG503-216, 6 %, 0 %, 4348 MiB, 48
2026/04/16 00:50:23.007, Tesla PG503-216, 40 %, 15 %, 4348 MiB, 46
2026/04/16 00:50:24.008, Tesla PG503-216, 7 %, 0 %, 4348 MiB, 48
2026/04/16 00:50:25.008, Tesla PG503-216, 39 %, 15 %, 4348 MiB, 47
2026/04/16 00:50:26.008, Tesla PG503-216, 42 %, 16 %, 4348 MiB, 46
2026/04/16 00:50:27.009, Tesla PG503-216, 43 %, 17 %, 4348 MiB, 46
2026/04/16 00:50:28.009, Tesla PG503-216, 39 %, 15 %, 4348 MiB, 46
2026/04/16 00:50:29.010, Tesla PG503-216, 18 %, 7 %, 4348 MiB, 46
2026/04/16 00:50:30.010, Tesla PG503-216, 29 %, 11 %, 4348 MiB, 48
2026/04/16 00:50:31.011, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 47
2026/04/16 00:50:32.011, Tesla PG503-216, 26 %, 10 %, 4348 MiB, 46
2026/04/16 00:50:33.011, Tesla PG503-216, 43 %, 17 %, 4348 MiB, 47
2026/04/16 00:50:34.012, Tesla PG503-216, 23 %, 9 %, 4348 MiB, 46
2026/04/16 00:50:35.012, Tesla PG503-216, 40 %, 15 %, 4348 MiB, 48
2026/04/16 00:50:36.013, Tesla PG503-216, 18 %, 6 %, 4348 MiB, 46
2026/04/16 00:50:37.013, Tesla PG503-216, 38 %, 15 %, 4348 MiB, 46
2026/04/16 00:50:38.014, Tesla PG503-216, 42 %, 16 %, 4348 MiB, 46
2026/04/16 00:50:39.014, Tesla PG503-216, 38 %, 16 %, 4348 MiB, 47
2026/04/16 00:50:40.015, Tesla PG503-216, 26 %, 10 %, 4348 MiB, 47
2026/04/16 00:50:41.015, Tesla PG503-216, 6 %, 0 %, 4348 MiB, 46
2026/04/16 00:50:42.015, Tesla PG503-216, 31 %, 12 %, 4348 MiB, 46
2026/04/16 00:50:43.016, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 46
2026/04/16 00:50:44.016, Tesla PG503-216, 21 %, 8 %, 4348 MiB, 47
2026/04/16 00:50:45.017, Tesla PG503-216, 19 %, 7 %, 4348 MiB, 46
2026/04/16 00:50:46.017, Tesla PG503-216, 36 %, 15 %, 4348 MiB, 46
2026/04/16 00:50:47.017, Tesla PG503-216, 24 %, 9 %, 4348 MiB, 48
2026/04/16 00:50:48.018, Tesla PG503-216, 39 %, 15 %, 4348 MiB, 46
2026/04/16 00:50:49.018, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 46
2026/04/16 00:50:50.019, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 46
2026/04/16 00:50:51.019, Tesla PG503-216, 11 %, 2 %, 4348 MiB, 47
2026/04/16 00:50:52.020, Tesla PG503-216, 40 %, 15 %, 4348 MiB, 46
2026/04/16 00:50:53.020, Tesla PG503-216, 14 %, 5 %, 4348 MiB, 47
2026/04/16 00:50:54.021, Tesla PG503-216, 22 %, 8 %, 4348 MiB, 46
2026/04/16 00:50:55.021, Tesla PG503-216, 40 %, 15 %, 4348 MiB, 46
2026/04/16 00:50:56.022, Tesla PG503-216, 36 %, 14 %, 4348 MiB, 46
2026/04/16 00:50:57.022, Tesla PG503-216, 39 %, 16 %, 4348 MiB, 46
2026/04/16 00:50:58.022, Tesla PG503-216, 14 %, 5 %, 4348 MiB, 46
2026/04/16 00:50:59.023, Tesla PG503-216, 12 %, 4 %, 4348 MiB, 46
2026/04/16 00:51:00.023, Tesla PG503-216, 18 %, 7 %, 4348 MiB, 47
2026/04/16 00:51:01.024, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 46
2026/04/16 00:51:02.024, Tesla PG503-216, 20 %, 8 %, 4348 MiB, 47
2026/04/16 00:51:03.025, Tesla PG503-216, 42 %, 16 %, 4348 MiB, 46
2026/04/16 00:51:04.025, Tesla PG503-216, 9 %, 2 %, 4348 MiB, 48
2026/04/16 00:51:05.026, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 46
2026/04/16 00:51:06.026, Tesla PG503-216, 31 %, 13 %, 4348 MiB, 46
2026/04/16 00:51:07.027, Tesla PG503-216, 6 %, 0 %, 4348 MiB, 48
2026/04/16 00:51:08.027, Tesla PG503-216, 19 %, 7 %, 4348 MiB, 48
2026/04/16 00:51:09.028, Tesla PG503-216, 42 %, 16 %, 4348 MiB, 46
2026/04/16 00:51:10.028, Tesla PG503-216, 36 %, 16 %, 4348 MiB, 46
2026/04/16 00:51:11.029, Tesla PG503-216, 8 %, 1 %, 4348 MiB, 48
2026/04/16 00:51:12.029, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 46
2026/04/16 00:51:13.030, Tesla PG503-216, 18 %, 7 %, 4348 MiB, 46
2026/04/16 00:51:14.030, Tesla PG503-216, 16 %, 6 %, 4348 MiB, 48
2026/04/16 00:51:15.031, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 46
2026/04/16 00:51:16.031, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 46
2026/04/16 00:51:17.032, Tesla PG503-216, 6 %, 2 %, 4348 MiB, 46
2026/04/16 00:51:18.032, Tesla PG503-216, 26 %, 10 %, 4348 MiB, 48
2026/04/16 00:51:19.033, Tesla PG503-216, 40 %, 15 %, 4348 MiB, 46
2026/04/16 00:51:20.033, Tesla PG503-216, 36 %, 14 %, 4348 MiB, 48
2026/04/16 00:51:21.033, Tesla PG503-216, 40 %, 16 %, 4348 MiB, 46
2026/04/16 00:51:22.034, Tesla PG503-216, 31 %, 12 %, 4348 MiB, 48
2026/04/16 00:51:23.034, Tesla PG503-216, 42 %, 16 %, 4348 MiB, 47
2026/04/16 00:51:24.035, Tesla PG503-216, 10 %, 3 %, 4348 MiB, 46
2026/04/16 00:51:25.035, Tesla PG503-216, 15 %, 6 %, 4348 MiB, 46
2026/04/16 00:51:26.036, Tesla PG503-216, 37 %, 15 %, 4348 MiB, 46
2026/04/16 00:51:27.036, Tesla PG503-216, 8 %, 2 %, 4348 MiB, 46
2026/04/16 00:51:28.037, Tesla PG503-216, 4 %, 0 %, 4348 MiB, 46
2026/04/16 00:51:29.037, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 48
2026/04/16 00:51:30.038, Tesla PG503-216, 17 %, 6 %, 4348 MiB, 46
2026/04/16 00:51:31.038, Tesla PG503-216, 40 %, 15 %, 4348 MiB, 47
2026/04/16 00:51:32.039, Tesla PG503-216, 36 %, 15 %, 4348 MiB, 47
2026/04/16 00:51:33.039, Tesla PG503-216, 7 %, 0 %, 4348 MiB, 46
2026/04/16 00:51:34.040, Tesla PG503-216, 36 %, 14 %, 4348 MiB, 46
2026/04/16 00:51:35.040, Tesla PG503-216, 36 %, 15 %, 4348 MiB, 48
2026/04/16 00:51:36.041, Tesla PG503-216, 28 %, 11 %, 4348 MiB, 46
2026/04/16 00:51:37.041, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 46
2026/04/16 00:51:38.042, Tesla PG503-216, 34 %, 14 %, 4348 MiB, 46
2026/04/16 00:51:39.042, Tesla PG503-216, 24 %, 9 %, 4348 MiB, 46
2026/04/16 00:51:40.042, Tesla PG503-216, 43 %, 17 %, 4348 MiB, 46
2026/04/16 00:51:41.043, Tesla PG503-216, 16 %, 6 %, 4348 MiB, 48
2026/04/16 00:51:42.043, Tesla PG503-216, 36 %, 14 %, 4348 MiB, 46
2026/04/16 00:51:43.044, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 46
2026/04/16 00:51:44.044, Tesla PG503-216, 16 %, 6 %, 4348 MiB, 47
2026/04/16 00:51:45.045, Tesla PG503-216, 16 %, 6 %, 4348 MiB, 46
2026/04/16 00:51:46.045, Tesla PG503-216, 16 %, 6 %, 4348 MiB, 45
2026/04/16 00:51:47.046, Tesla PG503-216, 37 %, 15 %, 4348 MiB, 46
2026/04/16 00:51:48.046, Tesla PG503-216, 35 %, 15 %, 4348 MiB, 46
2026/04/16 00:51:49.047, Tesla PG503-216, 21 %, 8 %, 4348 MiB, 47
2026/04/16 00:51:50.047, Tesla PG503-216, 40 %, 15 %, 4348 MiB, 46
2026/04/16 00:51:51.048, Tesla PG503-216, 29 %, 12 %, 4348 MiB, 47
2026/04/16 00:51:52.048, Tesla PG503-216, 40 %, 15 %, 4348 MiB, 46
2026/04/16 00:51:53.049, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 46
2026/04/16 00:51:54.049, Tesla PG503-216, 40 %, 15 %, 4348 MiB, 46
2026/04/16 00:51:55.050, Tesla PG503-216, 15 %, 5 %, 4348 MiB, 46
2026/04/16 00:51:56.050, Tesla PG503-216, 35 %, 13 %, 4348 MiB, 46
2026/04/16 00:51:57.051, Tesla PG503-216, 22 %, 8 %, 4348 MiB, 46
2026/04/16 00:51:58.051, Tesla PG503-216, 38 %, 15 %, 4348 MiB, 48
2026/04/16 00:51:59.052, Tesla PG503-216, 42 %, 16 %, 4348 MiB, 46
2026/04/16 00:52:00.052, Tesla PG503-216, 21 %, 8 %, 4348 MiB, 46
2026/04/16 00:52:01.052, Tesla PG503-216, 6 %, 0 %, 4348 MiB, 47
2026/04/16 00:52:02.053, Tesla PG503-216, 39 %, 15 %, 4348 MiB, 47
2026/04/16 00:52:03.053, Tesla PG503-216, 25 %, 9 %, 4348 MiB, 46
2026/04/16 00:52:04.054, Tesla PG503-216, 40 %, 15 %, 4348 MiB, 47
2026/04/16 00:52:05.054, Tesla PG503-216, 35 %, 15 %, 4348 MiB, 46
2026/04/16 00:52:06.054, Tesla PG503-216, 16 %, 5 %, 4348 MiB, 47
2026/04/16 00:52:07.055, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 47
2026/04/16 00:52:08.055, Tesla PG503-216, 20 %, 8 %, 4348 MiB, 48
2026/04/16 00:52:09.056, Tesla PG503-216, 41 %, 16 %, 4348 MiB, 46
2026/04/16 00:52:10.056, Tesla PG503-216, 31 %, 12 %, 4348 MiB, 46
2026/04/16 00:52:11.057, Tesla PG503-216, 36 %, 16 %, 4348 MiB, 47
2026/04/16 00:52:12.057, Tesla PG503-216, 29 %, 12 %, 4348 MiB, 47
2026/04/16 00:52:13.058, Tesla PG503-216, 30 %, 12 %, 4348 MiB, 46
2026/04/16 00:52:14.058, Tesla PG503-216, 26 %, 10 %, 4348 MiB, 47
2026/04/16 00:52:15.059, Tesla PG503-216, 36 %, 13 %, 4348 MiB, 48
2026/04/16 00:52:16.059, Tesla PG503-216, 8 %, 3 %, 4348 MiB, 46
2026/04/16 00:52:17.059, Tesla PG503-216, 22 %, 8 %, 4348 MiB, 46
