timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu
2026/04/16 00:33:27.514, Tesla PG503-216, 34 %, 13 %, 4346 MiB, 46
2026/04/16 00:33:28.515, Tesla PG503-216, 40 %, 16 %, 4346 MiB, 46
2026/04/16 00:33:29.515, Tesla PG503-216, 25 %, 10 %, 4346 MiB, 47
2026/04/16 00:33:30.516, Tesla PG503-216, 34 %, 14 %, 4346 MiB, 46
2026/04/16 00:33:31.516, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:33:32.517, Tesla PG503-216, 36 %, 16 %, 4346 MiB, 46
2026/04/16 00:33:33.517, Tesla PG503-216, 21 %, 8 %, 4346 MiB, 47
2026/04/16 00:33:34.518, Tesla PG503-216, 6 %, 0 %, 4346 MiB, 48
2026/04/16 00:33:35.518, Tesla PG503-216, 26 %, 10 %, 4346 MiB, 47
2026/04/16 00:33:36.519, Tesla PG503-216, 22 %, 8 %, 4346 MiB, 47
2026/04/16 00:33:37.519, Tesla PG503-216, 15 %, 5 %, 4346 MiB, 48
2026/04/16 00:33:38.520, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:33:39.520, Tesla PG503-216, 8 %, 2 %, 4346 MiB, 47
2026/04/16 00:33:40.521, Tesla PG503-216, 30 %, 12 %, 4346 MiB, 47
2026/04/16 00:33:41.521, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:33:42.521, Tesla PG503-216, 15 %, 6 %, 4346 MiB, 48
2026/04/16 00:33:43.522, Tesla PG503-216, 40 %, 15 %, 4346 MiB, 46
2026/04/16 00:33:44.522, Tesla PG503-216, 18 %, 7 %, 4346 MiB, 46
2026/04/16 00:33:45.523, Tesla PG503-216, 36 %, 16 %, 4346 MiB, 46
2026/04/16 00:33:46.523, Tesla PG503-216, 13 %, 4 %, 4346 MiB, 46
2026/04/16 00:33:47.524, Tesla PG503-216, 39 %, 15 %, 4346 MiB, 48
2026/04/16 00:33:48.524, Tesla PG503-216, 35 %, 13 %, 4346 MiB, 46
2026/04/16 00:33:49.524, Tesla PG503-216, 39 %, 15 %, 4346 MiB, 46
2026/04/16 00:33:50.525, Tesla PG503-216, 7 %, 1 %, 4346 MiB, 46
2026/04/16 00:33:51.525, Tesla PG503-216, 40 %, 15 %, 4346 MiB, 46
2026/04/16 00:33:52.526, Tesla PG503-216, 42 %, 16 %, 4346 MiB, 46
2026/04/16 00:33:53.526, Tesla PG503-216, 36 %, 16 %, 4346 MiB, 48
2026/04/16 00:33:54.527, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:33:55.527, Tesla PG503-216, 26 %, 10 %, 4346 MiB, 47
2026/04/16 00:33:56.528, Tesla PG503-216, 16 %, 6 %, 4346 MiB, 46
2026/04/16 00:33:57.528, Tesla PG503-216, 6 %, 0 %, 4346 MiB, 46
2026/04/16 00:33:58.529, Tesla PG503-216, 36 %, 15 %, 4346 MiB, 47
2026/04/16 00:33:59.529, Tesla PG503-216, 32 %, 13 %, 4346 MiB, 46
2026/04/16 00:34:00.530, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 47
2026/04/16 00:34:01.530, Tesla PG503-216, 22 %, 8 %, 4346 MiB, 46
2026/04/16 00:34:02.531, Tesla PG503-216, 31 %, 12 %, 4346 MiB, 47
2026/04/16 00:34:03.531, Tesla PG503-216, 16 %, 6 %, 4346 MiB, 47
2026/04/16 00:34:04.532, Tesla PG503-216, 31 %, 12 %, 4346 MiB, 46
2026/04/16 00:34:05.532, Tesla PG503-216, 40 %, 15 %, 4346 MiB, 47
2026/04/16 00:34:06.533, Tesla PG503-216, 5 %, 0 %, 4346 MiB, 47
2026/04/16 00:34:07.533, Tesla PG503-216, 30 %, 11 %, 4346 MiB, 46
2026/04/16 00:34:08.533, Tesla PG503-216, 38 %, 15 %, 4346 MiB, 46
2026/04/16 00:34:09.534, Tesla PG503-216, 34 %, 14 %, 4346 MiB, 46
2026/04/16 00:34:10.534, Tesla PG503-216, 11 %, 3 %, 4346 MiB, 47
2026/04/16 00:34:11.535, Tesla PG503-216, 34 %, 13 %, 4346 MiB, 46
2026/04/16 00:34:12.535, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:34:13.536, Tesla PG503-216, 43 %, 17 %, 4346 MiB, 46
2026/04/16 00:34:14.536, Tesla PG503-216, 42 %, 16 %, 4346 MiB, 46
2026/04/16 00:34:15.537, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:34:16.537, Tesla PG503-216, 37 %, 14 %, 4346 MiB, 46
2026/04/16 00:34:17.538, Tesla PG503-216, 17 %, 7 %, 4346 MiB, 47
2026/04/16 00:34:18.538, Tesla PG503-216, 14 %, 5 %, 4346 MiB, 47
2026/04/16 00:34:19.539, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:34:20.539, Tesla PG503-216, 40 %, 15 %, 4346 MiB, 46
2026/04/16 00:34:21.540, Tesla PG503-216, 13 %, 4 %, 4346 MiB, 48
2026/04/16 00:34:22.541, Tesla PG503-216, 5 %, 0 %, 4346 MiB, 47
2026/04/16 00:34:23.541, Tesla PG503-216, 4 %, 0 %, 4346 MiB, 47
2026/04/16 00:34:24.542, Tesla PG503-216, 4 %, 0 %, 4346 MiB, 47
2026/04/16 00:34:25.542, Tesla PG503-216, 7 %, 1 %, 4346 MiB, 47
2026/04/16 00:34:26.543, Tesla PG503-216, 13 %, 5 %, 4346 MiB, 46
2026/04/16 00:34:27.543, Tesla PG503-216, 17 %, 7 %, 4346 MiB, 48
2026/04/16 00:34:28.544, Tesla PG503-216, 40 %, 15 %, 4346 MiB, 46
2026/04/16 00:34:29.544, Tesla PG503-216, 6 %, 0 %, 4346 MiB, 47
2026/04/16 00:34:30.545, Tesla PG503-216, 36 %, 14 %, 4346 MiB, 47
2026/04/16 00:34:31.545, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:34:32.546, Tesla PG503-216, 26 %, 10 %, 4346 MiB, 46
2026/04/16 00:34:33.546, Tesla PG503-216, 34 %, 13 %, 4346 MiB, 47
2026/04/16 00:34:34.547, Tesla PG503-216, 40 %, 16 %, 4346 MiB, 46
2026/04/16 00:34:35.547, Tesla PG503-216, 28 %, 10 %, 4346 MiB, 47
2026/04/16 00:34:36.548, Tesla PG503-216, 35 %, 15 %, 4346 MiB, 46
2026/04/16 00:34:37.548, Tesla PG503-216, 3 %, 0 %, 4346 MiB, 46
2026/04/16 00:34:38.549, Tesla PG503-216, 26 %, 10 %, 4346 MiB, 48
2026/04/16 00:34:39.549, Tesla PG503-216, 40 %, 16 %, 4346 MiB, 48
2026/04/16 00:34:40.549, Tesla PG503-216, 36 %, 15 %, 4346 MiB, 46
2026/04/16 00:34:41.550, Tesla PG503-216, 23 %, 9 %, 4346 MiB, 47
2026/04/16 00:34:42.550, Tesla PG503-216, 39 %, 15 %, 4346 MiB, 47
2026/04/16 00:34:43.551, Tesla PG503-216, 39 %, 16 %, 4346 MiB, 46
2026/04/16 00:34:44.551, Tesla PG503-216, 29 %, 11 %, 4346 MiB, 46
2026/04/16 00:34:45.552, Tesla PG503-216, 16 %, 5 %, 4346 MiB, 46
2026/04/16 00:34:46.552, Tesla PG503-216, 17 %, 6 %, 4346 MiB, 46
2026/04/16 00:34:47.553, Tesla PG503-216, 39 %, 16 %, 4346 MiB, 48
2026/04/16 00:34:48.553, Tesla PG503-216, 11 %, 4 %, 4346 MiB, 46
2026/04/16 00:34:49.554, Tesla PG503-216, 9 %, 2 %, 4346 MiB, 46
2026/04/16 00:34:50.554, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 47
2026/04/16 00:34:51.555, Tesla PG503-216, 17 %, 5 %, 4346 MiB, 46
2026/04/16 00:34:52.555, Tesla PG503-216, 43 %, 17 %, 4346 MiB, 46
2026/04/16 00:34:53.556, Tesla PG503-216, 11 %, 4 %, 4346 MiB, 47
2026/04/16 00:34:54.557, Tesla PG503-216, 14 %, 5 %, 4346 MiB, 46
2026/04/16 00:34:55.557, Tesla PG503-216, 40 %, 15 %, 4346 MiB, 46
2026/04/16 00:34:56.558, Tesla PG503-216, 12 %, 2 %, 4346 MiB, 48
2026/04/16 00:34:57.558, Tesla PG503-216, 42 %, 16 %, 4346 MiB, 46
2026/04/16 00:34:58.558, Tesla PG503-216, 32 %, 14 %, 4346 MiB, 46
2026/04/16 00:34:59.559, Tesla PG503-216, 18 %, 7 %, 4346 MiB, 47
2026/04/16 00:35:00.559, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:35:01.560, Tesla PG503-216, 40 %, 16 %, 4346 MiB, 46
2026/04/16 00:35:02.560, Tesla PG503-216, 17 %, 7 %, 4346 MiB, 46
2026/04/16 00:35:03.561, Tesla PG503-216, 10 %, 4 %, 4346 MiB, 48
2026/04/16 00:35:04.562, Tesla PG503-216, 12 %, 4 %, 4346 MiB, 48
2026/04/16 00:35:05.562, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:35:06.562, Tesla PG503-216, 6 %, 0 %, 4346 MiB, 48
2026/04/16 00:35:07.563, Tesla PG503-216, 40 %, 15 %, 4346 MiB, 46
2026/04/16 00:35:08.563, Tesla PG503-216, 18 %, 7 %, 4346 MiB, 46
2026/04/16 00:35:09.565, Tesla PG503-216, 18 %, 7 %, 4346 MiB, 48
2026/04/16 00:35:10.566, Tesla PG503-216, 42 %, 16 %, 4346 MiB, 46
2026/04/16 00:35:11.566, Tesla PG503-216, 27 %, 10 %, 4346 MiB, 46
2026/04/16 00:35:12.567, Tesla PG503-216, 17 %, 7 %, 4346 MiB, 48
2026/04/16 00:35:13.567, Tesla PG503-216, 39 %, 15 %, 4346 MiB, 47
2026/04/16 00:35:14.568, Tesla PG503-216, 42 %, 16 %, 4346 MiB, 47
2026/04/16 00:35:15.568, Tesla PG503-216, 16 %, 6 %, 4346 MiB, 46
2026/04/16 00:35:16.569, Tesla PG503-216, 38 %, 15 %, 4346 MiB, 48
2026/04/16 00:35:17.569, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 47
2026/04/16 00:35:18.569, Tesla PG503-216, 24 %, 9 %, 4346 MiB, 46
2026/04/16 00:35:19.570, Tesla PG503-216, 31 %, 12 %, 4346 MiB, 48
2026/04/16 00:35:20.570, Tesla PG503-216, 39 %, 15 %, 4346 MiB, 46
2026/04/16 00:35:21.571, Tesla PG503-216, 36 %, 15 %, 4346 MiB, 46
2026/04/16 00:35:22.571, Tesla PG503-216, 12 %, 4 %, 4346 MiB, 47
2026/04/16 00:35:23.572, Tesla PG503-216, 40 %, 15 %, 4346 MiB, 48
2026/04/16 00:35:24.572, Tesla PG503-216, 40 %, 15 %, 4346 MiB, 48
2026/04/16 00:35:25.573, Tesla PG503-216, 14 %, 5 %, 4346 MiB, 46
2026/04/16 00:35:26.573, Tesla PG503-216, 9 %, 2 %, 4346 MiB, 46
2026/04/16 00:35:27.574, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:35:28.574, Tesla PG503-216, 35 %, 15 %, 4346 MiB, 47
2026/04/16 00:35:29.575, Tesla PG503-216, 8 %, 2 %, 4346 MiB, 46
2026/04/16 00:35:30.575, Tesla PG503-216, 34 %, 14 %, 4346 MiB, 46
2026/04/16 00:35:31.576, Tesla PG503-216, 1 %, 0 %, 4346 MiB, 48
2026/04/16 00:35:32.576, Tesla PG503-216, 34 %, 14 %, 4346 MiB, 46
2026/04/16 00:35:33.577, Tesla PG503-216, 40 %, 15 %, 4346 MiB, 46
2026/04/16 00:35:34.577, Tesla PG503-216, 13 %, 5 %, 4346 MiB, 46
2026/04/16 00:35:35.578, Tesla PG503-216, 6 %, 1 %, 4346 MiB, 45
2026/04/16 00:35:36.578, Tesla PG503-216, 23 %, 9 %, 4346 MiB, 46
2026/04/16 00:35:37.579, Tesla PG503-216, 2 %, 0 %, 4346 MiB, 47
2026/04/16 00:35:38.579, Tesla PG503-216, 13 %, 5 %, 4346 MiB, 46
2026/04/16 00:35:39.580, Tesla PG503-216, 42 %, 16 %, 4346 MiB, 46
2026/04/16 00:35:40.580, Tesla PG503-216, 39 %, 16 %, 4346 MiB, 46
2026/04/16 00:35:41.580, Tesla PG503-216, 37 %, 15 %, 4346 MiB, 47
2026/04/16 00:35:42.581, Tesla PG503-216, 4 %, 1 %, 4346 MiB, 47
2026/04/16 00:35:43.581, Tesla PG503-216, 4 %, 0 %, 4346 MiB, 47
2026/04/16 00:35:44.582, Tesla PG503-216, 7 %, 2 %, 4346 MiB, 48
2026/04/16 00:35:45.582, Tesla PG503-216, 6 %, 0 %, 4346 MiB, 47
2026/04/16 00:35:46.583, Tesla PG503-216, 40 %, 15 %, 4346 MiB, 46
2026/04/16 00:35:47.583, Tesla PG503-216, 11 %, 3 %, 4346 MiB, 47
2026/04/16 00:35:48.584, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:35:49.584, Tesla PG503-216, 43 %, 17 %, 4346 MiB, 46
2026/04/16 00:35:50.585, Tesla PG503-216, 15 %, 6 %, 4346 MiB, 48
2026/04/16 00:35:51.585, Tesla PG503-216, 12 %, 4 %, 4346 MiB, 47
2026/04/16 00:35:52.585, Tesla PG503-216, 39 %, 15 %, 4346 MiB, 46
2026/04/16 00:35:53.586, Tesla PG503-216, 36 %, 15 %, 4346 MiB, 46
2026/04/16 00:35:54.586, Tesla PG503-216, 37 %, 16 %, 4346 MiB, 48
2026/04/16 00:35:55.587, Tesla PG503-216, 38 %, 15 %, 4346 MiB, 46
2026/04/16 00:35:56.587, Tesla PG503-216, 24 %, 10 %, 4346 MiB, 48
2026/04/16 00:35:57.588, Tesla PG503-216, 31 %, 12 %, 4346 MiB, 47
2026/04/16 00:35:58.588, Tesla PG503-216, 38 %, 15 %, 4346 MiB, 46
2026/04/16 00:35:59.589, Tesla PG503-216, 22 %, 7 %, 4346 MiB, 48
2026/04/16 00:36:00.589, Tesla PG503-216, 37 %, 14 %, 4346 MiB, 46
2026/04/16 00:36:01.590, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:36:02.590, Tesla PG503-216, 23 %, 9 %, 4346 MiB, 46
2026/04/16 00:36:03.591, Tesla PG503-216, 6 %, 0 %, 4346 MiB, 46
2026/04/16 00:36:04.593, Tesla PG503-216, 6 %, 0 %, 4346 MiB, 46
2026/04/16 00:36:05.593, Tesla PG503-216, 18 %, 7 %, 4346 MiB, 47
2026/04/16 00:36:06.593, Tesla PG503-216, 40 %, 15 %, 4346 MiB, 48
2026/04/16 00:36:07.594, Tesla PG503-216, 20 %, 8 %, 4346 MiB, 47
2026/04/16 00:36:08.594, Tesla PG503-216, 10 %, 3 %, 4346 MiB, 46
2026/04/16 00:36:09.595, Tesla PG503-216, 39 %, 15 %, 4346 MiB, 46
2026/04/16 00:36:10.595, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 47
2026/04/16 00:36:11.596, Tesla PG503-216, 23 %, 8 %, 4346 MiB, 47
2026/04/16 00:36:12.596, Tesla PG503-216, 11 %, 4 %, 4346 MiB, 46
2026/04/16 00:36:13.597, Tesla PG503-216, 25 %, 10 %, 4346 MiB, 46
2026/04/16 00:36:14.597, Tesla PG503-216, 26 %, 10 %, 4346 MiB, 46
2026/04/16 00:36:15.598, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:36:16.598, Tesla PG503-216, 38 %, 16 %, 4346 MiB, 48
2026/04/16 00:36:17.599, Tesla PG503-216, 37 %, 15 %, 4346 MiB, 48
2026/04/16 00:36:18.600, Tesla PG503-216, 24 %, 9 %, 4346 MiB, 48
2026/04/16 00:36:19.600, Tesla PG503-216, 25 %, 9 %, 4346 MiB, 46
2026/04/16 00:36:20.601, Tesla PG503-216, 40 %, 15 %, 4346 MiB, 46
2026/04/16 00:36:21.601, Tesla PG503-216, 22 %, 8 %, 4346 MiB, 48
2026/04/16 00:36:22.602, Tesla PG503-216, 16 %, 5 %, 4346 MiB, 46
2026/04/16 00:36:23.602, Tesla PG503-216, 17 %, 6 %, 4346 MiB, 46
2026/04/16 00:36:24.603, Tesla PG503-216, 20 %, 6 %, 4346 MiB, 45
2026/04/16 00:36:25.603, Tesla PG503-216, 43 %, 17 %, 4346 MiB, 46
2026/04/16 00:36:26.604, Tesla PG503-216, 21 %, 8 %, 4346 MiB, 47
2026/04/16 00:36:27.605, Tesla PG503-216, 37 %, 14 %, 4346 MiB, 46
2026/04/16 00:36:28.605, Tesla PG503-216, 40 %, 15 %, 4346 MiB, 46
2026/04/16 00:36:29.605, Tesla PG503-216, 11 %, 2 %, 4346 MiB, 47
2026/04/16 00:36:30.606, Tesla PG503-216, 40 %, 15 %, 4346 MiB, 46
2026/04/16 00:36:31.606, Tesla PG503-216, 39 %, 15 %, 4346 MiB, 46
2026/04/16 00:36:32.607, Tesla PG503-216, 8 %, 1 %, 4346 MiB, 47
2026/04/16 00:36:33.607, Tesla PG503-216, 11 %, 4 %, 4346 MiB, 47
2026/04/16 00:36:34.608, Tesla PG503-216, 25 %, 9 %, 4346 MiB, 46
2026/04/16 00:36:35.608, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:36:36.609, Tesla PG503-216, 36 %, 16 %, 4346 MiB, 46
2026/04/16 00:36:37.609, Tesla PG503-216, 26 %, 10 %, 4346 MiB, 48
2026/04/16 00:36:38.610, Tesla PG503-216, 19 %, 7 %, 4346 MiB, 47
2026/04/16 00:36:39.610, Tesla PG503-216, 31 %, 12 %, 4346 MiB, 46
2026/04/16 00:36:40.611, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:36:41.611, Tesla PG503-216, 35 %, 15 %, 4346 MiB, 46
2026/04/16 00:36:42.612, Tesla PG503-216, 28 %, 11 %, 4346 MiB, 46
2026/04/16 00:36:43.612, Tesla PG503-216, 29 %, 11 %, 4346 MiB, 46
2026/04/16 00:36:44.613, Tesla PG503-216, 11 %, 4 %, 4346 MiB, 47
2026/04/16 00:36:45.613, Tesla PG503-216, 19 %, 7 %, 4346 MiB, 46
2026/04/16 00:36:46.614, Tesla PG503-216, 6 %, 0 %, 4346 MiB, 48
2026/04/16 00:36:47.614, Tesla PG503-216, 30 %, 11 %, 4346 MiB, 47
2026/04/16 00:36:48.615, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:36:49.615, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:36:50.616, Tesla PG503-216, 23 %, 9 %, 4346 MiB, 46
2026/04/16 00:36:51.616, Tesla PG503-216, 33 %, 13 %, 4346 MiB, 47
2026/04/16 00:36:52.617, Tesla PG503-216, 35 %, 13 %, 4346 MiB, 47
2026/04/16 00:36:53.617, Tesla PG503-216, 40 %, 16 %, 4346 MiB, 47
2026/04/16 00:36:54.617, Tesla PG503-216, 38 %, 14 %, 4346 MiB, 46
2026/04/16 00:36:55.618, Tesla PG503-216, 36 %, 16 %, 4346 MiB, 46
2026/04/16 00:36:56.618, Tesla PG503-216, 37 %, 15 %, 4346 MiB, 46
2026/04/16 00:36:57.619, Tesla PG503-216, 17 %, 6 %, 4346 MiB, 46
2026/04/16 00:36:58.619, Tesla PG503-216, 12 %, 3 %, 4346 MiB, 46
2026/04/16 00:36:59.620, Tesla PG503-216, 22 %, 8 %, 4346 MiB, 48
2026/04/16 00:37:00.620, Tesla PG503-216, 51 %, 18 %, 4346 MiB, 47
2026/04/16 00:37:01.621, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:37:02.621, Tesla PG503-216, 28 %, 11 %, 4346 MiB, 46
2026/04/16 00:37:03.622, Tesla PG503-216, 18 %, 7 %, 4346 MiB, 46
2026/04/16 00:37:04.622, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:37:05.623, Tesla PG503-216, 9 %, 2 %, 4346 MiB, 46
2026/04/16 00:37:06.623, Tesla PG503-216, 34 %, 13 %, 4346 MiB, 46
2026/04/16 00:37:07.624, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:37:08.624, Tesla PG503-216, 40 %, 15 %, 4346 MiB, 47
2026/04/16 00:37:09.625, Tesla PG503-216, 39 %, 15 %, 4346 MiB, 46
2026/04/16 00:37:10.625, Tesla PG503-216, 23 %, 8 %, 4346 MiB, 46
2026/04/16 00:37:11.626, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:37:12.626, Tesla PG503-216, 14 %, 5 %, 4346 MiB, 46
2026/04/16 00:37:13.627, Tesla PG503-216, 14 %, 5 %, 4346 MiB, 46
2026/04/16 00:37:14.627, Tesla PG503-216, 35 %, 15 %, 4346 MiB, 46
2026/04/16 00:37:15.627, Tesla PG503-216, 11 %, 2 %, 4346 MiB, 47
2026/04/16 00:37:16.628, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:37:17.628, Tesla PG503-216, 39 %, 16 %, 4346 MiB, 47
2026/04/16 00:37:18.629, Tesla PG503-216, 10 %, 2 %, 4346 MiB, 48
2026/04/16 00:37:19.629, Tesla PG503-216, 32 %, 12 %, 4346 MiB, 46
2026/04/16 00:37:20.630, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:37:21.630, Tesla PG503-216, 22 %, 8 %, 4346 MiB, 48
2026/04/16 00:37:22.631, Tesla PG503-216, 23 %, 9 %, 4346 MiB, 47
2026/04/16 00:37:23.631, Tesla PG503-216, 42 %, 16 %, 4346 MiB, 46
2026/04/16 00:37:24.632, Tesla PG503-216, 40 %, 15 %, 4346 MiB, 46
2026/04/16 00:37:25.632, Tesla PG503-216, 40 %, 16 %, 4346 MiB, 46
2026/04/16 00:37:26.633, Tesla PG503-216, 23 %, 9 %, 4346 MiB, 48
2026/04/16 00:37:27.633, Tesla PG503-216, 9 %, 2 %, 4346 MiB, 48
2026/04/16 00:37:28.633, Tesla PG503-216, 40 %, 15 %, 4346 MiB, 46
2026/04/16 00:37:29.634, Tesla PG503-216, 8 %, 2 %, 4346 MiB, 48
2026/04/16 00:37:30.634, Tesla PG503-216, 42 %, 16 %, 4346 MiB, 46
2026/04/16 00:37:31.635, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:37:32.635, Tesla PG503-216, 40 %, 15 %, 4346 MiB, 46
2026/04/16 00:37:33.636, Tesla PG503-216, 26 %, 10 %, 4346 MiB, 46
2026/04/16 00:37:34.637, Tesla PG503-216, 6 %, 1 %, 4346 MiB, 48
2026/04/16 00:37:35.637, Tesla PG503-216, 4 %, 0 %, 4346 MiB, 46
2026/04/16 00:37:36.638, Tesla PG503-216, 10 %, 3 %, 4346 MiB, 48
2026/04/16 00:37:37.638, Tesla PG503-216, 15 %, 5 %, 4346 MiB, 47
2026/04/16 00:37:38.639, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 47
2026/04/16 00:37:39.639, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:37:40.640, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:37:41.640, Tesla PG503-216, 25 %, 10 %, 4346 MiB, 46
2026/04/16 00:37:42.641, Tesla PG503-216, 38 %, 15 %, 4346 MiB, 47
2026/04/16 00:37:43.641, Tesla PG503-216, 39 %, 15 %, 4346 MiB, 47
2026/04/16 00:37:44.642, Tesla PG503-216, 39 %, 15 %, 4346 MiB, 47
2026/04/16 00:37:45.642, Tesla PG503-216, 42 %, 16 %, 4346 MiB, 46
2026/04/16 00:37:46.643, Tesla PG503-216, 16 %, 5 %, 4346 MiB, 46
2026/04/16 00:37:47.643, Tesla PG503-216, 40 %, 16 %, 4346 MiB, 47
2026/04/16 00:37:48.643, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:37:49.644, Tesla PG503-216, 40 %, 15 %, 4346 MiB, 46
2026/04/16 00:37:50.644, Tesla PG503-216, 33 %, 14 %, 4346 MiB, 46
2026/04/16 00:37:51.645, Tesla PG503-216, 40 %, 15 %, 4346 MiB, 48
2026/04/16 00:37:52.645, Tesla PG503-216, 29 %, 11 %, 4346 MiB, 46
2026/04/16 00:37:53.646, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 48
2026/04/16 00:37:54.646, Tesla PG503-216, 42 %, 16 %, 4346 MiB, 48
2026/04/16 00:37:55.647, Tesla PG503-216, 39 %, 16 %, 4346 MiB, 48
2026/04/16 00:37:56.647, Tesla PG503-216, 14 %, 5 %, 4346 MiB, 46
2026/04/16 00:37:57.648, Tesla PG503-216, 25 %, 10 %, 4346 MiB, 46
2026/04/16 00:37:58.648, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:37:59.649, Tesla PG503-216, 30 %, 12 %, 4346 MiB, 47
2026/04/16 00:38:00.649, Tesla PG503-216, 5 %, 0 %, 4346 MiB, 46
2026/04/16 00:38:01.650, Tesla PG503-216, 17 %, 6 %, 4346 MiB, 46
2026/04/16 00:38:02.650, Tesla PG503-216, 21 %, 6 %, 4346 MiB, 45
2026/04/16 00:38:03.650, Tesla PG503-216, 32 %, 13 %, 4346 MiB, 47
2026/04/16 00:38:04.651, Tesla PG503-216, 38 %, 15 %, 4346 MiB, 46
2026/04/16 00:38:05.651, Tesla PG503-216, 40 %, 16 %, 4346 MiB, 47
2026/04/16 00:38:06.652, Tesla PG503-216, 29 %, 11 %, 4346 MiB, 46
2026/04/16 00:38:07.652, Tesla PG503-216, 32 %, 13 %, 4346 MiB, 48
2026/04/16 00:38:08.653, Tesla PG503-216, 34 %, 13 %, 4346 MiB, 46
2026/04/16 00:38:09.653, Tesla PG503-216, 27 %, 10 %, 4346 MiB, 46
2026/04/16 00:38:10.654, Tesla PG503-216, 40 %, 15 %, 4346 MiB, 46
2026/04/16 00:38:11.655, Tesla PG503-216, 24 %, 9 %, 4346 MiB, 48
2026/04/16 00:38:12.655, Tesla PG503-216, 21 %, 8 %, 4346 MiB, 48
2026/04/16 00:38:13.656, Tesla PG503-216, 8 %, 1 %, 4346 MiB, 47
2026/04/16 00:38:14.656, Tesla PG503-216, 38 %, 15 %, 4346 MiB, 46
2026/04/16 00:38:15.656, Tesla PG503-216, 30 %, 12 %, 4346 MiB, 46
2026/04/16 00:38:16.657, Tesla PG503-216, 23 %, 9 %, 4346 MiB, 46
2026/04/16 00:38:17.658, Tesla PG503-216, 4 %, 1 %, 4346 MiB, 46
2026/04/16 00:38:18.658, Tesla PG503-216, 20 %, 8 %, 4346 MiB, 47
2026/04/16 00:38:19.658, Tesla PG503-216, 37 %, 14 %, 4346 MiB, 47
2026/04/16 00:38:20.659, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 47
2026/04/16 00:38:21.659, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:38:22.660, Tesla PG503-216, 13 %, 5 %, 4346 MiB, 46
2026/04/16 00:38:23.660, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 46
2026/04/16 00:38:24.661, Tesla PG503-216, 22 %, 8 %, 4346 MiB, 46
2026/04/16 00:38:25.661, Tesla PG503-216, 40 %, 16 %, 4346 MiB, 47
2026/04/16 00:38:26.661, Tesla PG503-216, 40 %, 16 %, 4346 MiB, 46
2026/04/16 00:38:27.662, Tesla PG503-216, 41 %, 16 %, 4346 MiB, 47
2026/04/16 00:38:28.663, Tesla PG503-216, 38 %, 16 %, 4346 MiB, 46
2026/04/16 00:38:29.663, Tesla PG503-216, 42 %, 16 %, 4346 MiB, 47
